,Unnamed: 0,Unnamed: 0.1,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,Date,compound,Month,Clean Tweet,locat,lat,long
166,292,292,1374740473697427459,"“The water crisis in Jackson, MS caused by last month’s winter storm underscores not only why we need to address historic inequities in access to clean water, but also why this legislation is so badly needed,” 
@NWF's Jessie Ritter.

https://t.co/BS8bM9kOjS https://t.co/UqFNJk8H01",NWFwater,"Washington, DC",0,0,0,0,2021-03-24,-0.8013,3, the water crisis in jackson ms caused by last month s winter storm underscores not only why we need to address historic inequities in access to clean water but also why this legislation is so badly needed nwf s jessie ritter ,"Washington, DC",38.8949924,-77.0365581
167,444,444,1372295478780559364,"Jackson Mayor Demands Help After Month-Long Water Crisis Amid Pandemic, Racism, Broken Infrastructure https://t.co/3Y5YwOS6DI via @democracynow",ziskacomm,"Washington, DC",0,0,0,0,2021-03-17,-0.8625,3,jackson mayor demands help after month long water crisis amid pandemic racism broken infrastructure via democracynow,"Washington, DC",38.8949924,-77.0365581
168,507,507,1372194295432761348,"We must invest to upgrade America’s water infrastructure. Jackson's water crisis illustrates how neglect hurts communities.
 
Tune into the water infrastructure @EPWCmte/@EPWGOP hearing today: https://t.co/SOnEtaS2CY  #ProtectCleanWater
https://t.co/7l58tCKLLi",wildlifeaction,"Washington, DC",0,11,13,0,2021-03-17,-0.8807,3,we must invest to upgrade america s water infrastructure jackson s water crisis illustrates how neglect hurts communities tune into the water infrastructure epwcmte epwgop hearing today protectcleanwater ,"Washington, DC",38.8949924,-77.0365581
169,599,599,1371488097565827079,"Our @WCKitchen water and meal distribution site with Councilman Banks at Forest Hill High School in Jackson, Mississippi opens at noon—but residents were already lined up before 10am. 🚗🚙🛻 We are entering the 5th week of the water crisis here in Jackson. #ChefsForMississippi https://t.co/ntM2qyfK3u",natemook,"Washington, DC",8,121,431,7,2021-03-15,-0.6249,3,our wckitchen water and meal distribution site with councilman banks at forest hill high school in jackson mississippi opens at noon but residents were already lined up before  we are entering the  week of the water crisis here in jackson chefsformississippi ,"Washington, DC",38.8949924,-77.0365581
170,716,716,1370869944947200003,"Jackson, Mississippi Residents Enter Fourth Week Of Water Crisis https://t.co/7i3d8o9Eaw",PrestoVivace,"Washington, DC",0,1,0,0,2021-03-13,-0.6249,3,jackson mississippi residents enter fourth week of water crisis ,"Washington, DC",38.8949924,-77.0365581
171,717,717,1370866211098071041,"Aging water and sewer system leads to water crisis in Jackson, Mississippi after winter storm hit the state. Thousands of residents have been without water for over a month. Learn more. https://t.co/ZwMkTXN5me https://t.co/lmTfoUGIsN",cgtnamerica,"Washington, DC",1,10,18,0,2021-03-13,-0.6249,3,aging water and sewer system leads to water crisis in jackson mississippi after winter storm hit the state thousands of residents have been without water for over a month learn more ,"Washington, DC",38.8949924,-77.0365581
172,779,779,1370743050897666050,"Sean &amp; Jacquie heard from @KaliAkuno of @CooperationJXN about the water crisis in Jackson, MS &amp; the neoliberal politics and racism behind it.
https://t.co/IR8WtbjvDL",bamnecessary,"Washington, DC",0,0,1,0,2021-03-13,-0.8481,3,sean amp jacquie heard from kaliakuno of cooperationjxn about the water crisis in jackson ms amp the neoliberal politics and racism behind it ,"Washington, DC",38.8949924,-77.0365581
173,803,803,1370527947388502017,"After being closed for 17 days due to the water crisis, Broad Street Baking joined the @WCKitchen effort in Jackson, MS—chicken with creole mustard sauce, green beans &amp; mashed potatoes. We served these 400 meals with Principal Tate at Key Elementary School! #ChefsForMississippi https://t.co/vnfiW6CmOz",natemook,"Washington, DC",7,139,962,3,2021-03-13,-0.6588,3,after being closed for  days due to the water crisis broad street baking joined the wckitchen effort in jackson ms chicken with creole mustard sauce green beans amp mashed potatoes we served these  meals with principal tate at key elementary school chefsformississippi ,"Washington, DC",38.8949924,-77.0365581
174,808,808,1370504161297588229,"Newly sworn in EPA Administrator Michael Regan is quick at work addressing the water crisis in Jackson, Mississippi. https://t.co/dUsOSjAlZw",blackwomenviews,"Washington, DC",7,137,510,3,2021-03-12,-0.6249,3,newly sworn in epa administrator michael regan is quick at work addressing the water crisis in jackson mississippi ,"Washington, DC",38.8949924,-77.0365581
175,863,863,1370124563871363072,"We had a deep, probing conversation with Kali Akuno of @CooperationJXN about the underreported water crisis in Jackson, MS, the stark racial politics at play and how these severe conditions present an opportunity for organization in the South.

https://t.co/IR8WtbjvDL",bamnecessary,"Washington, DC",0,1,3,0,2021-03-11,-0.3612,3,we had a deep probing conversation with kali akuno of cooperationjxn about the underreported water crisis in jackson ms the stark racial politics at play and how these severe conditions present an opportunity for organization in the south ,"Washington, DC",38.8949924,-77.0365581
176,892,892,1369964445531791362,Lawmakers weigh options for Jackson water crisis | Mississippi Today https://t.co/FQIMzm61QL,burkese,"Washington, DC",0,0,0,0,2021-03-11,-0.6249,3,lawmakers weigh options for jackson water crisis mississippi today ,"Washington, DC",38.8949924,-77.0365581
