,Unnamed: 0,Unnamed: 0.1,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count,Clean Tweet
2515,2081,2081,2021-02-27 19:34:51+00:00,1365747242079047680,"Water crisis Day 10: City of Jackson announces new main breaks, water distribution Friday https://t.co/41tVgxuHwW via @clarionledger",LakeHideout,United States,0,0,0,0,water crisis day  city of jackson announces new main breaks water distribution friday via clarionledger
2523,2089,2089,2021-02-26 17:44:23+00:00,1365357052638474251,"Mayor Chokwe A. #Lumumba and Ward 3 Councilman Kenneth Stokes are at each other’s throats, trading accusations of incompetence in the midst of the water crisis in the city of Jackson. #JXN https://t.co/UZFeeGZpIz https://t.co/47pfgDOQOg",JxnFreePress,"Jackson, Mississippi",0,2,0,2,mayor chokwe a lumumba and ward  councilman kenneth stokes are at each other s throats trading accusations of incompetence in the midst of the water crisis in the city of jackson jxn 
2524,2090,2090,2021-02-26 16:02:44+00:00,1365331474396942341,"Jackson, Mississippi water crisis battle continues with many residents still without water https://t.co/zszRCcACcm",theblackdetour,,0,0,2,0,jackson mississippi water crisis battle continues with many residents still without water 
2527,2093,2093,2021-02-26 06:15:22+00:00,1365183656604663808,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis https://t.co/dfJxYnCWVk",keith_bounds,"Clinton, MS",0,0,0,0,tanker trucks national guard dispatched to jackson mississippi water crisis 
2530,2096,2096,2021-02-25 23:09:41+00:00,1365076530062385157,"Jackson, Mississippi water crisis battle continues with many residents still without water... https://t.co/lSmKbN3VHV",MelanatedPep_SN,Global,0,0,0,0,jackson mississippi water crisis battle continues with many residents still without water 
2532,2098,2098,2021-02-25 22:32:21+00:00,1365067133563113473,"Mayor Chokwe A. #Lumumba and Ward 3 Councilman Kenneth Stokes are at each other’s throats, trading accusations of incompetence in the midst of the water crisis in the city of Jackson. #JXN https://t.co/UZFeeGZpIz https://t.co/mi3JcTpApl",JxnFreePress,"Jackson, Mississippi",0,0,0,3,mayor chokwe a lumumba and ward  councilman kenneth stokes are at each other s throats trading accusations of incompetence in the midst of the water crisis in the city of jackson jxn 
2538,2104,2104,2021-02-25 16:37:06+00:00,1364977734758387716,"Water crisis Day 9: City of Jackson announces new main breaks, water distribution Thursday https://t.co/jAOhACP2cP",clarionledger,"Jackson, Mississippi",0,0,0,0,water crisis day  city of jackson announces new main breaks water distribution thursday 
2543,2109,2109,2021-02-25 15:42:11+00:00,1364963913767518220,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis - ABC News https://t.co/RIyb7P0Vn1",SmithBlindlib5,"Vermont, USA",0,2,5,0,tanker trucks national guard dispatched to jackson mississippi water crisis abc news 
2544,2110,2110,2021-02-25 15:29:19+00:00,1364960676347838467,Gov. Reeves hints state takeover of Jackson water system over water crisis https://t.co/P3fFHTEFSa,1LadyVelvet,"Clinton, MS",0,0,0,0,gov reeves hints state takeover of jackson water system over water crisis 
2545,2111,2111,2021-02-25 14:06:38+00:00,1364939868258902018,"Jackson, Mississippi water crisis battle continues with many residents still without water https://t.co/zszRCcACcm",theblackdetour,,0,9,5,0,jackson mississippi water crisis battle continues with many residents still without water 
2546,2112,2112,2021-02-25 13:35:06+00:00,1364931934284087296,Gov. Reeves hints state takeover of Jackson water system over water crisis https://t.co/4fwxpz6hLx,16WAPTNews,"Jackson, MS",2,1,3,0,gov reeves hints state takeover of jackson water system over water crisis 
2552,2118,2118,2021-02-25 03:35:01+00:00,1364780917370273794,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis - ABC News https://t.co/yOFXe6zmYq",thejossgroup,United States,0,0,0,0,tanker trucks national guard dispatched to jackson mississippi water crisis abc news 
2553,2119,2119,2021-02-25 03:11:36+00:00,1364775023773425664,Officials say they’re making repairs as quickly as possible as Jackson water crisis enters 1 week.https://t.co/Sal6dqZseK,MaggieWade9,,1,1,2,0,officials say they re making repairs as quickly as possible as jackson water crisis enters  week 
2556,2122,2122,2021-02-24 23:30:10+00:00,1364719298829254661,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis https://t.co/zr7oyBLCN8",ktsanews,"San Antonio, TX",0,0,0,0,tanker trucks national guard dispatched to jackson mississippi water crisis 
2565,2131,2131,2021-02-24 20:05:45+00:00,1364667855845867523,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis - ABC News - https://t.co/6xDW5SXbcj via @ABC",Scrappy_Pro,"Pennsylvania, USA",0,0,0,0,tanker trucks national guard dispatched to jackson mississippi water crisis abc news via abc
2570,2136,2136,2021-02-24 19:02:46+00:00,1364652003075510273,"Tanker trucks, National Guard dispatched to Jackson, Mississippi, water crisis

https://t.co/2CdtAJHZEC",BreakinNewz01,Pennsylvania,0,0,0,0,tanker trucks national guard dispatched to jackson mississippi water crisis 
2593,5,5,2021-05-21 22:00:29+00:00,1395862084890546177,"EPA: Jackson Water Safe to Drink, Despite System Problems
https://t.co/Q5LRRmGgqq",zanehoodjr,"Trussville, Alabama",0,0,0,0,epa jackson water safe to drink despite system problems 
2614,30,30,2021-04-30 18:06:16+00:00,1388192996567490560,"A FEATURE https://t.co/40KsTeyQXU PRESENTATION

State of the Biden: Jackson Mayor Blames White People for Water Problems
Brian Flowers / Brian Flowers for Congress / US House MS 2nd CD / @BrianFlowersforMississippi

TECS® on Rumble: https://t.co/BHBL6qxjQ1",kenmcclenton,"Washington, DC",0,0,0,0,a feature presentation state of the biden jackson mayor blames white people for water problems brian flowers brian flowers for congress us house ms  cd brianflowersformississippi tecs on rumble 
2638,77,77,2021-04-20 14:47:29+00:00,1384519091130617858,"The city of Jackson, Mississippi, has denied a TV station's public records request for email about problems with the city water treatment system. #JXN https://t.co/8rTU7vdR7u https://t.co/IFz2qM0fUa",JxnFreePress,"Jackson, Mississippi",0,0,0,0,the city of jackson mississippi has denied a tv station s public records request for email about problems with the city water treatment system jxn 
2640,79,79,2021-04-20 13:29:25+00:00,1384499445816045574,"A public records request for an email about #water treatment system problems was denied by the city of Jackson, Mississippi.
#UC #UCOnline
https://t.co/DzTUbOlhKz",UConOnline,"Houston, TX",0,0,0,0,a public records request for an email about water treatment system problems was denied by the city of jackson mississippi uc uconline 
2642,81,81,2021-04-20 12:41:52+00:00,1384487480255201280,Jackson won't release email about 2020 water system problems https://t.co/rj5UadjCBv,MSchleifstein,"New Orleans, Louisiana",0,2,2,0,jackson won t release email about  water system problems 
2645,84,84,2021-04-20 00:23:30+00:00,1384301664891412480,Jackson won’t release email about 2020 water system problems https://t.co/JUjwbUiuVE,MiddleEastTon,Pakistan,0,0,0,0,jackson won t release email about  water system problems 
2646,85,85,2021-04-19 17:52:03+00:00,1384203153478852616,Jackson won’t release email about 2020 water system problems https://t.co/CouWnJxyyi,USNewsLabOnline,,0,0,0,0,jackson won t release email about  water system problems 
2666,114,114,2021-03-29 04:46:04+00:00,1376395208414363648,"Water Problem [Toronto]
Harbord Street
b/w Albert Jackson Lane / Borden Street
Dispatched: 29/03/21 @ 00:42 EDT
[Stn: 315] Aerial-312 Pumper-315
General Area:",tofire,,0,0,0,0,water problem harbord street b w albert jackson lane borden street dispatched      edt aerial  pumper  general area 
2678,130,130,2021-03-23 00:00:09+00:00,1374148927046492164,Planning and Development Director Jordan Hillman explained the business impact of the capital city's water problems in a virtual forum that the Greater Jackson Chamber Partnership hosted on March 19. #JXN https://t.co/ZREJsoTHXX https://t.co/iHaZXo2I92,JxnFreePress,"Jackson, Mississippi",0,1,0,0,planning and development director jordan hillman explained the business impact of the capital city s water problems in a virtual forum that the greater jackson chamber partnership hosted on march  jxn 
2681,135,135,2021-03-22 18:12:50+00:00,1374061523170160642,Planning and Development Director Jordan Hillman explained the business impact of the capital city's water problems in a virtual forum that the Greater Jackson Chamber Partnership hosted on March 19. #JXN https://t.co/ZREJsoTHXX https://t.co/PQdy2eGTUF,JxnFreePress,"Jackson, Mississippi",0,0,0,0,planning and development director jordan hillman explained the business impact of the capital city s water problems in a virtual forum that the greater jackson chamber partnership hosted on march  jxn 
2693,152,152,2021-03-17 19:11:12+00:00,1372264271896137730,"@NBCNews Gov. must fix now the WATER INFRASTRUCTURE OF JACKSON, MISSISSIPPI now! Gov. must stop handing trillions of money to the elite class for every public problem they cause. Not giving public potable water is structural racism.  It's unfair, its a shame! Fix it right &amp; fix it NOW!",RNality,,0,0,0,0, nbcnews gov must fix now the water infrastructure of jackson mississippi now gov must stop handing trillions of money to the elite class for every public problem they cause not giving public potable water is structural racism it s unfair its a shame fix it right amp fix it now 
2703,162,162,2021-03-17 18:58:32+00:00,1372261083910524928,"@shoe0nhead Gov. must fix now the WATER INFRASTRUCTURE OF JACKSON, MISSISSIPI now! Gov. must stop handing trillions of money to the elite class for every public problem they cause.  Nationalize the water infrastructure of Mississippi, the water comes from nature, it shouldn't be privatize!",RNality,,0,0,0,0,  gov must fix now the water infrastructure of jackson mississipi now gov must stop handing trillions of money to the elite class for every public problem they cause nationalize the water infrastructure of mississippi the water comes from nature it shouldn t be privatize 
2807,416,416,2021-03-04 20:00:01+00:00,1367565516550856709,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/ITtO12p8AE",FOX42KPTM,"Omaha, NE",0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2812,423,423,2021-03-04 16:14:05+00:00,1367508655768285186,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson.

https://t.co/sGvVIiSulp https://t.co/FcMsRJrwck",DTNMarkets,,0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson 
2816,433,433,2021-03-04 13:04:55+00:00,1367461050828926979,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets. https://t.co/kZIhP3vPE4",WGME,"Portland, Maine",0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2817,436,436,2021-03-04 11:40:52+00:00,1367439899742380032,Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson https://t.co/SrYL1EO1mU https://t.co/8aqUmpPvju,KATVNews,"Little Rock, Ark.",0,0,1,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson 
2818,438,438,2021-03-04 10:30:00+00:00,1367422065041543170,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets. https://t.co/KIDfEXUJE1",iowasnewsnow,"Cedar Rapids, Iowa",0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2819,440,440,2021-03-04 07:14:03+00:00,1367372751808438277,"Mississippi’s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets. https://t.co/PPH3qQBbc9",NewsHour,"Arlington, VA | New York, NY",1,38,42,3,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2821,442,442,2021-03-04 06:30:00+00:00,1367361666057449475,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/TwU32q9VhW",7NewsDC,"Washington, DC",0,2,2,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2825,447,447,2021-03-04 05:31:00+00:00,1367346818431021056,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/BuUhNK6Vm0",FOXBaltimore,"Baltimore, MD",0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2830,452,452,2021-03-04 04:17:49+00:00,1367328403779710977,Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson. https://t.co/N5moVWZ7uu,weartv,Pensacola/Fort Walton Beach,0,1,1,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson 
2831,453,453,2021-03-04 04:15:00+00:00,1367327692320866304,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/iFgV0d2TA7",CBS21NEWS,"Harrisburg, Pennsylvania, USA",1,3,2,1,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2835,459,459,2021-03-04 03:05:38+00:00,1367310236193849344,"Mississippi's largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/DC0I6DXbL8",news5wcyb,"Bristol, VA",0,0,0,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2839,476,476,2021-03-04 01:45:15+00:00,1367290007686438913,"Mississippi’s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets.

https://t.co/YYUjDHnlA5",newsbreakApp,"Mountain View, CA",1,1,3,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2841,478,478,2021-03-04 01:30:00+00:00,1367286171286568960,"Mississippi’s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in Jackson, knocking out water for drinking and making it impossible for many to even flush their toilets. https://t.co/mgyxzQLe6l",KCTV5,"Kansas City, Mo.",1,1,2,0,mississippi s largest city is still struggling with water problems more than two weeks after winter storms and freezing weather ravaged the system in jackson knocking out water for drinking and making it impossible for many to even flush their toilets 
2888,621,621,2021-03-01 23:44:54+00:00,1366534945934626826,"Two weeks after the South was slammed with devastating winter storms, the biggest problem for many remains finding safe drinking water.

In Jackson, Miss., 10,000+ homes haven’t had any water since sub-zero temps crippled the city’s aging water system.

@JanetShamlian has more https://t.co/mv0wCMb64H",NorahODonnell,Text me at 202-217-1107,2,11,18,1,two weeks after the south was slammed with devastating winter storms the biggest problem for many remains finding safe drinking water in jackson miss   homes haven t had any water since sub zero temps crippled the city s aging water system janetshamlian has more 
2991,27,27,2021-03-16 23:26:08+00:00,1371966041996296192,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/DtSsU7BxUb",praizhm, USA,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
2994,30,30,2021-03-16 10:31:50+00:00,1371771180957466626,"Residents of Jackson, Mississippi still without water a month after outage https://t.co/vB1klYw0rz",redgeo,"Scotland, United Kingdom",0,0,0,0,residents of jackson mississippi still without water a month after outage 
2995,31,31,2021-03-16 08:11:07+00:00,1371735767152742402,"A month without water: In Jackson, Mississippi, struggling residents fear next outage
https://t.co/WqnYeKUq2g",Random_Guy_101_,"Boston, Massachusetts, USA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3000,36,36,2021-03-15 16:45:12+00:00,1371502754330468363,"A month without water: In Jackson, Mississippi, struggling residents fear next outage | Via nbcnews https://t.co/5jxgfH9beK",SafetyPinDaily,,2,16,7,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews 
3004,40,40,2021-03-15 13:15:21+00:00,1371449943332945922,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/aBnvvdaiFl via @nbcnews",LamontLilly,"Durham / Fayettenam, NC",0,2,6,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3006,42,42,2021-03-15 06:05:05+00:00,1371341662136500228,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/RDtIZnWrSt",NBCNews,"New York, NY",12,102,161,7,a month without water in jackson mississippi struggling residents fear next outage 
3009,45,45,2021-03-15 03:20:54+00:00,1371300346203680771,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/FHqk27IZVt via @nbcnews",deanjack700,"Queens,New York",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3012,48,48,2021-03-14 23:57:59+00:00,1371249279424110594,"A month without water: In #Jackson, #Mississippi, struggling residents fear next outage https://t.co/01JuvfJN3f via @nbcnews https://t.co/b8N2Hf17QV",johnnyh92539958,,0,0,1,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews 
3013,49,49,2021-03-14 22:47:20+00:00,1371231500318953472,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/Zb4i6bYkIm via @nbcnews",TahishaArvo,USA,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3014,50,50,2021-03-14 22:44:40+00:00,1371230829293240323,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/bBlxy9jB7z via @nbcnews",newsrevolution4,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3015,51,51,2021-03-14 22:35:09+00:00,1371228435448745984,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/Io25o2MUDa via @nbcnews",lfgneves,"Lisboa, Portugal",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3016,52,52,2021-03-14 21:03:51+00:00,1371205457625374721,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/VkiEFCRmz6 via @nbcnews",ButchBrobst15,"Reading, PA",2,4,1,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3017,53,53,2021-03-14 20:40:57+00:00,1371199695435952132,"A MONTH without water: In Jackson, Mississippi, struggling residents fear next outage.   https://t.co/tnoJ2SGNqp",dawnporter,USA,0,7,7,0,a month without water in jackson mississippi struggling residents fear next outage 
3018,54,54,2021-03-14 20:37:19+00:00,1371198779173527553,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/CQBBgJh2gu via @nbcnews",TrudiGilfillian,With a dog,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3019,55,55,2021-03-14 20:33:11+00:00,1371197738440921090,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/toGdlvnHUM",MSNBC,,41,187,332,18,a month without water in jackson mississippi struggling residents fear next outage 
3020,56,56,2021-03-14 20:03:49+00:00,1371190350262513670,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/VMG7fEgPKr",reevynap,"Redwood City, CA",0,2,2,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3022,58,58,2021-03-14 18:12:19+00:00,1371162291253743630,"Many in Jackson, Mississippi without water a month after weather outage - Axios https://t.co/x1xViNpcAy https://t.co/nqWYflBnNm",droolindog,"New York, USA",0,0,0,0,many in jackson mississippi without water a month after weather outage axios 
3023,59,59,2021-03-14 17:48:54+00:00,1371156397308710918,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/MMyaolHeL0",wfymd,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3025,61,61,2021-03-14 17:11:05+00:00,1371146880130936842,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/nwOA8OK7Bs via @nbcnews",strangefruit107,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3026,62,62,2021-03-14 17:06:47+00:00,1371145797505576960,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/E94s6Pg2A5 via @nbcnews",suecroasmun,SC,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3027,63,63,2021-03-14 16:33:48+00:00,1371137495799332864,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/i4501rk703 via @nbcnews",Aries,"Washington, DC",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3028,64,64,2021-03-14 16:23:04+00:00,1371134795015622661,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/vXvdRNLZz1",MiQL,,1,41,18,2,a month without water in jackson mississippi struggling residents fear next outage 
3029,65,65,2021-03-14 16:00:15+00:00,1371129054028574725,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/f9Csu5zqiX https://t.co/ENcpNbboR7",TheLastWord,📺 10PM ET on MSNBC,5,59,97,5,a month without water in jackson mississippi struggling residents fear next outage 
3030,66,66,2021-03-14 15:46:17+00:00,1371125538719432714,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/3SHzYKFIHf",mynbc15,"Mobile, Alabama",0,2,1,0,a month without water in jackson mississippi struggling residents fear next outage 
3031,67,67,2021-03-14 15:38:11+00:00,1371123499448856579,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/G2ApF0jIvV via @nbcnews",bookcrossingfan,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3034,70,70,2021-03-14 14:30:43+00:00,1371106522848227329,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/0vWxD7tlJZ via @nbcnews",ce9461,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3036,72,72,2021-03-14 13:46:37+00:00,1371095425499926532,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/ZNmiMjnnQt via @nbcnews",BoSnerdley,Southern Command,5,20,47,2,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3038,74,74,2021-03-14 13:46:07+00:00,1371095297334652928,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/3J5UPskGfF",NBCNews,"New York, NY",35,125,169,13,a month without water in jackson mississippi struggling residents fear next outage 
3040,76,76,2021-03-14 13:06:48+00:00,1371085403483217923,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/KNcxShk1Dr",klassalle,"Jefferson, LA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3041,77,77,2021-03-14 12:27:22+00:00,1371075482079399936,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/muSPKHJqyI via @nbcnews",ScotCharlotte,Connecticut,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3042,78,78,2021-03-14 11:30:48+00:00,1371061245038694405,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/vuUCMr64RP",MagalieAlexis1,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3045,81,81,2021-03-14 09:09:57+00:00,1371025799818534914,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/Jd4HeUxbui",lian_yamouer,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3046,82,82,2021-03-14 08:20:16+00:00,1371013295273091074,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News: https://t.co/Ga4BVsUCvq",hubbplumbing,"Snellville, GA",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3047,83,83,2021-03-14 08:04:48+00:00,1371009402547941382,"NBCNews: A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/itQCFh6Eja",maxvaldes,The Globe,0,0,0,0,nbcnews a month without water in jackson mississippi struggling residents fear next outage 
3048,84,84,2021-03-14 07:31:48+00:00,1371001096617914369,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/kPLQGAIW8E",TheresaC1231,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3051,87,87,2021-03-14 05:37:44+00:00,1370972392139452418,"A month without water: In Jackson, Mississippi, struggling residents fear next outage - NBC News https://t.co/EDZTJ8fwNB",EdwardARowe1,"Chicago, IL",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage nbc news 
3052,88,88,2021-03-14 05:01:17+00:00,1370963221394427908,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/ro0lDl5WvB",NBCNews,"New York, NY",28,163,270,17,a month without water in jackson mississippi struggling residents fear next outage 
3055,91,91,2021-03-14 04:05:52+00:00,1370949273710436352,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/ICSMIHY4dR",AlwaysVernie,,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3058,94,94,2021-03-14 03:20:41+00:00,1370937904919351297,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/1LaMfkEg3E via @nbcnews",AmericanCFLFan,"Cincinnati, OH",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3060,96,96,2021-03-14 03:00:20+00:00,1370932782797615104,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/NUdO7oJywu",HealthyOceanCo,United States,0,1,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3061,97,97,2021-03-14 02:57:19+00:00,1370932020445122574,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/TudhcO1v6i via @nbcnews",nelstweets2,U.S.A.,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3062,98,98,2021-03-14 02:52:17+00:00,1370930757254979587,"A month without water: In Jackson, Mississippi, struggling residents fear next outage. https://t.co/7FN9ie9dgB https://t.co/AUxoSOHUjB",msbrendakaye,USA,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3063,99,99,2021-03-14 02:47:43+00:00,1370929607562629121,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/CHq0zRQ0mi via @nbcnews https://t.co/O0vvykaZdH",FloLake,Mid Atlantic  ,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews 
3064,100,100,2021-03-14 02:45:07+00:00,1370928952173236226,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/zazL68KkUD",standleejim,"Cambria, Ca.",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3065,101,101,2021-03-14 02:35:20+00:00,1370926488791490560,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/SSDzjYntcK via @nbcnews",majormarginal,"Onarga Falls, Illinois",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3066,102,102,2021-03-14 02:31:46+00:00,1370925594456756226,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/xENbfAS7CP",Ruth85306081,United States,0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage 
3067,103,103,2021-03-14 02:30:43+00:00,1370925330370854912,"A month without water: In Jackson, Mississippi, struggling residents fear next outage https://t.co/7OOdfMstck via @nbcnews",TsalagiOK,"Indian Country, Oklahoma",0,0,0,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
3068,104,104,2021-03-14 02:30:38+00:00,1370925308652576770,"A month without water: In Jackson, Mississippi, struggling residents fear next outage

https://t.co/kUPo7C2J0u",509ShawnG,"Spokane, WA",0,1,1,0,a month without water in jackson mississippi struggling residents fear next outage 
3069,105,105,2021-03-14 02:28:36+00:00,1370924796721168385,"A month without water: In Jackson, Mississippi, struggling residents fear next outage  https://t.co/9kJ5psGCo5 via @nbcnews",MicaseyRom12,,0,1,1,0,a month without water in jackson mississippi struggling residents fear next outage via nbcnews
